id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51811998,Coastal Family Lodge,436105044,Airready,,Surf Coast,-38.31614,144.33682,Entire home/apt,403,2,73,2024-04-27,2.25,60,234,28,
51847231,Quay Estate Delight,209854037,Daniel,,Surf Coast,-38.30678,144.33889,Entire home/apt,695,1,0,,,1,83,0,
51850844,Original 1960's Family Beach House,335781018,Fran,,Greater Geelong,-38.14065042404193,144.70609579317713,Entire home/apt,259,2,101,2024-06-14,3.25,1,174,32,
51868833,Views Forever - the perfect coastal escape,84586909,Great Ocean Road Holidays,,Surf Coast,-38.47112061501417,144.04911535530195,Entire home/apt,942,2,20,2024-03-10,0.64,541,309,4,
51888050,"Escape on Wannon - Modern 3 bedroom home, 4kms fro",1772693,Portland Seaview,,Glenelg,-38.31832,141.59792,Entire home/apt,250,1,9,2024-05-16,0.30,24,291,2,
51897161,2 bed unit in central Ocean Grove.,22387879,Rachel,,Greater Geelong,-38.26593,144.52111,Entire home/apt,199,2,29,2024-03-17,0.91,1,179,5,
51914387,Penthouse Spectacular Ocean Views From Every Room,51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.26868,144.52646,Entire home/apt,253,2,15,2024-06-10,0.50,114,238,10,
51930135,Sunny beachhouse St Leonards,67019480,Lisa,,Greater Geelong,-38.17124,144.71523,Entire home/apt,,3,14,2024-06-10,0.45,1,0,6,
51930825,"Huge, stylish 4 bedroom home with deck + lawn",182877210,Tiffany,,Greater Geelong,-38.26133,144.55071,Entire home/apt,,3,7,2024-01-06,0.24,1,0,1,
51946740,Point of View Villa 2 of 5 - Luxury for Couples,12273039,Mikhala,,Colac Otway,-38.7425,143.64579,Entire home/apt,409,2,55,2024-06-08,1.76,5,266,20,
51947040,Point of View Villa 3 of 5 - Couples Retreat,12273039,Mikhala,,Colac Otway,-38.74436,143.64754,Entire home/apt,415,2,47,2024-04-28,1.46,5,271,14,
51947121,Point of View Villa 4 of 5 - Couples Retreat,12273039,Mikhala,,Colac Otway,-38.74406,143.64581,Entire home/apt,415,2,123,2024-06-16,3.82,5,251,37,
51947161,Point of View Villa 5 of 5 - Couples Retreat,12273039,Mikhala,,Colac Otway,-38.74273,143.64721,Entire home/apt,392,2,101,2024-06-10,3.13,5,258,25,
51995399,Bright & Comfortable Family Holiday Home!,135506048,Kate,,Greater Geelong,-38.11707,144.66674,Entire home/apt,240,3,26,2024-06-10,0.85,1,243,10,
52044171,Modern 2Brm Waterfront Apartment,146824998,Nick,,Greater Geelong,-38.14128,144.35622,Entire home/apt,214,1,275,2024-06-11,8.07,1,301,69,
52045035,300  Mtrs to BEACH/ SHOPS NetFlix Fox,285553393,Joanne,,Colac Otway,-38.75214767456055,143.66439819335938,Entire home/apt,356,3,25,2024-05-20,0.80,1,56,11,
52092976,Yellow Gum Retreat,97856185,Hayley,,Surf Coast,-38.31841,144.31342,Entire home/apt,,3,3,2024-01-02,0.48,1,0,3,
52115521,The Lantern House in the heart of Newtown Geelong,49409266,Sian,,Greater Geelong,-38.14608,144.33793,Entire home/apt,200,4,41,2024-05-24,1.34,1,173,15,
52132932,Family Tides - Free Wi-Fi Family Friendly Home,23012645,Lisa,,Colac Otway,-38.759666,143.66478,Entire home/apt,178,2,71,2024-05-20,2.17,37,329,18,
52155298,"Birdie 
Cottage by the sea, golf course and shops.",25250061,Jacqueline,,Greater Geelong,-38.27945,144.48466,Entire home/apt,229,3,0,,,1,271,0,
52155377,Wishart's Landing,149491738,Hearns Accommodation,,Moyne,-38.38652191762683,142.2401458474192,Entire home/apt,468,1,11,2024-06-24,0.34,93,100,3,
52157359,Bayside Escape,32533472,Heather,,Greater Geelong,-38.15769552851755,144.55568064164908,Entire home/apt,196,2,16,2024-06-09,0.49,1,353,8,
52206752,Newfield Valley,20875841,Robin,,Corangamite,-38.58357,143.01259,Entire home/apt,314,2,48,2024-06-25,2.91,1,135,41,
52207740,Beach and Golf Haven With Spa and Fire,51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.27793,144.45203,Entire home/apt,357,2,60,2024-05-25,1.85,114,236,20,
52209107,'10 Minutes To' One - City & Surf Coast,181745145,Jon,,Greater Geelong,-38.22309,144.32502,Entire home/apt,94,2,77,2024-05-11,2.37,1,171,21,
52209783,Bellbrae Township Bus Stay,94414222,Michelle,,Surf Coast,-38.32901,144.26192,Entire home/apt,156,1,102,2024-04-13,3.14,2,1,23,
52224545,Lorne beach house in town,2377195,Charles,,Surf Coast,-38.53896,143.971497,Entire home/apt,126,2,102,2024-06-08,3.14,6,198,38,
52231475,"One bedroom studio, close to the beach.",376414489,Jeffrey,,Surf Coast,-38.33098,144.30786,Private room,174,2,20,2024-03-31,0.66,1,173,3,
52247612,Bells Hideaway,178762123,Dale,,Surf Coast,-38.34885638255536,144.29555553286792,Entire home/apt,560,2,0,,,1,104,0,
52265179,Beachley I Walk to Beach,29902659,Debbie Regional Escapes,,Greater Geelong,-38.26765,144.52134,Entire home/apt,196,2,8,2024-01-19,0.27,125,339,2,
52269375,4 Bedrm Holiday Home ‘Waihola Lodge’ Ocean Delight,120451228,Rebecca,,Greater Geelong,-38.25528,144.52175,Entire home/apt,314,2,102,2024-06-17,3.35,1,162,48,
52272886,Large family home with nature walk to the beach,120442671,Raelene,,Surf Coast,-38.40355,144.1795,Entire home/apt,450,2,18,2024-02-18,0.60,1,286,4,
52289125,The Beachy Bungalow - linen & wifi included,104022814,Otway Retreats,,Colac Otway,-38.74990082,143.66299438,Entire home/apt,363,2,22,2024-04-01,0.65,60,9,2,
52290498,WALGORCOR,65719624,Darryl And Jan,,Surf Coast,-38.46338,144.09407,Entire home/apt,200,2,47,2024-04-04,1.55,1,155,8,
52306088,White Gables - Simply stunning,84586909,Great Ocean Road Holidays,,Surf Coast,-38.51964,143.98851,Entire home/apt,1318,2,4,2023-02-28,0.15,541,328,0,
52326425,Needing a Country/Beach Getaway? Leave refreshed.,59037394,Janet,,Surf Coast,-38.29813,144.32465,Entire home/apt,,2,16,2022-09-25,0.49,1,0,0,
52351770,Modern Large Family Beach Home with Pool.,345672412,Stephen,,Surf Coast,-38.33767,144.30704,Entire home/apt,800,4,5,2023-01-14,0.16,1,350,0,
52355731,Beach Townhouse Storrer 35,51748440,Reservations Team,,Surf Coast,-38.313057,144.32019,Entire home/apt,295,1,1,2022-04-17,0.04,114,347,0,
52376005,The Treehouse Ocean Grove,123954518,Elizabeth,,Greater Geelong,-38.25346,144.50962,Entire home/apt,357,2,47,2024-05-06,1.52,1,319,19,
52393005,Surf Coast Sanctuary,16151153,Timothy,,Surf Coast,-38.35474,144.28799,Entire home/apt,2000,7,19,2023-06-29,0.61,1,217,0,
52409413,Cowrie Beach Haven- 600 meters to beach!,436105044,Airready,,Surf Coast,-38.32389153071263,144.320496565259,Entire home/apt,230,2,57,2024-06-10,1.81,60,327,17,
52413374,Gatehouse 3 Private Rm for 2 or 3 near Hospitals,168066985,Nicholas,,Greater Geelong,-38.14978,144.36335,Private room,59,1,78,2024-06-08,2.36,46,175,18,
52429671,Cedarwood Cottage near Lorne,118126471,Jade,,Surf Coast,-38.43104,143.89032,Entire home/apt,240,1,51,2024-06-10,1.67,1,264,18,
52444302,Port_Side_Escape,109167347,Hannah,,Greater Geelong,-38.11556,144.65174,Entire home/apt,246,2,30,2024-06-09,1.01,1,100,8,
52459007,Surf Coast Escape,58824506,Caraline,,Surf Coast,-38.32322,144.31602,Entire home/apt,525,3,4,2023-04-11,0.13,1,35,0,
52463062,Mosey Beach Retreat ~ Great Ocean Road,26034771,Jodie,,Surf Coast,-38.33846664428711,144.30174255371094,Entire home/apt,307,2,35,2024-02-17,1.11,1,55,8,
52463441,Birdsong-Bells Beach,22596753,Felicity - Airready Management,,Surf Coast,-38.36743,144.25111,Entire home/apt,230,2,40,2024-06-10,1.26,8,0,4,
52474816,Ned's Retreat,84586909,Great Ocean Road Holidays,,Colac Otway,-38.62792361561142,143.8974290542152,Entire home/apt,,2,0,,,541,0,0,
52477150,Terrace Lofts Apartments Ocean Grove,51767642,Kate,,Greater Geelong,-38.267363739242455,144.5269332613238,Entire home/apt,220,1,6,2024-06-21,6,1,281,6,
52478363,Central Loft style apartment Port Fairy,81374326,Jo,,Moyne,-38.384552,142.237076,Entire home/apt,266,2,27,2024-02-11,0.87,1,129,10,
52500088,Banyul Warri,84586909,Great Ocean Road Holidays,,Surf Coast,-38.45168994211176,144.11366970249483,Entire home/apt,666,2,1,2021-11-03,0.03,541,331,0,
52501459,"Quiet, cozy unit w garden in vibrant Geelong West",5528427,Rachel,,Greater Geelong,-38.13439,144.34697,Entire home/apt,140,1,96,2024-06-19,2.91,1,200,23,
52509477,Diana Cottage Apollo Bay,261463384,Edwin,,Colac Otway,-38.75853,143.66689,Entire home/apt,1000,5,20,2024-01-05,0.61,1,358,6,
52519706,Cosy 2 bedroom cottage in walking distance to.....,24173570,Greer,,Greater Geelong,-38.13527,144.34292,Entire home/apt,220,2,45,2023-05-30,1.39,1,167,0,
52520357,Luxury in the heart of Port Fairy,129784295,Elsie,,Moyne,-38.38416,142.23686,Entire home/apt,,2,9,2022-05-06,0.29,1,0,0,
52520750,"Perfectly peaceful ""Oak Tree"" room in Koroit",54779926,Sandra,,Moyne,-38.29114,142.36689,Private room,125,1,37,2024-05-01,1.14,2,361,19,
52524376,Casa Sulla Costa Torquay,71408824,Louise,,Surf Coast,-38.31696,144.33342,Entire home/apt,280,30,1,2023-04-10,0.07,1,30,0,
52558712,"Driftwood Water Views, Pet Friendly Ocean Grove",51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.2548,144.51037,Entire home/apt,265,2,21,2024-03-17,0.67,114,263,4,
52558726,Poolside near Beach and Shops,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.30429,144.34284,Entire home/apt,320,2,66,2024-04-07,2.10,114,214,18,
52561865,Ocean Mist,225459189,Bellarine Getaways (Vic) Pty Ltd,,Greater Geelong,-38.19154,144.70921,Entire home/apt,495,2,4,2024-01-02,0.15,12,364,2,
52571808,Barwon Blue,225805092,Craig,,Greater Geelong,-38.2779,144.49301,Entire home/apt,450,2,40,2024-03-29,1.34,1,313,18,
52574574,"Rivershak, Pet friendly couples beach escape!",115102109,Clare,,Greater Geelong,-38.26662,144.51353,Entire home/apt,166,2,200,2024-06-21,6.17,1,85,58,
52587253,Barwon Heads Contemporary Beach House,37180388,Georgia,,Greater Geelong,-38.26788,144.49256,Entire home/apt,1350,5,1,2022-01-14,0.03,1,365,0,
52589282,Winter Special- Fun by the Beach for Family & Pets,60477449,Mark,,Surf Coast,-38.32152,144.33355,Entire home/apt,357,2,60,2024-06-10,1.98,2,319,26,
52590016,"Secluded couple's retreat in Nelson, Victoria",425694217,Leanne,,Glenelg,-38.04421,141.0077,Entire home/apt,160,2,87,2024-05-20,2.77,1,314,28,
52601724,Country Views and Coastal Bliss,77049668,Annie,,Greater Geelong,-38.27013,144.47116,Entire home/apt,1320,3,11,2024-04-02,0.36,10,24,4,
52604583,Modern Family Friendly Torquay Beach House,84365310,Rachel,,Surf Coast,-38.30898,144.32527,Entire home/apt,,5,6,2022-04-17,0.20,1,0,0,
52621002,Lorne Lifestyle Container One,373402890,Tori,,Surf Coast,-38.5224,143.93769,Entire home/apt,301,2,224,2024-06-10,6.88,2,186,81,
52623153,NEW Luxury Tiny Home Raspberry,27756695,Caroline,,Corangamite,-38.482548,142.977997,Entire home/apt,233,2,69,2024-04-28,2.16,3,145,15,
52623212,NEW Luxury Tiny Homes Mint,27756695,Caroline,,Corangamite,-38.482491,142.977921,Entire home/apt,233,2,67,2024-06-09,2.10,3,150,7,
52637620,Torquay coastal 1 bed apartment.,344983852,Michelle,,Surf Coast,-38.30802,144.33492,Private room,141,1,31,2024-04-27,1.70,1,269,18,
52640727,Hani Hideaway,84586909,Great Ocean Road Holidays,,Surf Coast,-38.31595999265204,144.34057732588656,Entire home/apt,,2,1,2023-01-07,0.06,541,0,0,
52640829,"Highland Retreat.
Farm stay with indoor fireplace.",131950080,Jenna,,Surf Coast,-38.17074,144.16713,Entire home/apt,206,2,21,2024-06-10,0.84,1,361,6,
52642186,Lorne Lifestyle Container Two,373402890,Tori,,Surf Coast,-38.52206,143.93971,Entire home/apt,301,1,180,2024-06-11,5.54,2,320,68,
52645065,Dunkeld House - Beautiful Country Accommodation,401778695,Jaclyn,,Southern Grampians,-37.65564,142.33886,Entire home/apt,455,1,47,2024-06-10,1.78,1,331,19,
52657345,Panoramic View,1772693,Portland Seaview,,Glenelg,-38.37032,141.40387,Entire home/apt,375,2,4,2023-11-05,0.23,24,152,3,
52659772,Somerdale by the Sea: A brilliant beach getaway!,389985827,Jodie,,Greater Geelong,-38.26282,144.55123,Entire home/apt,269,2,37,2024-06-08,1.32,1,343,22,
52676126,Miffys Cottage,1772693,Portland Seaview,,Glenelg,-38.28439,141.64665,Entire home/apt,260,3,3,2024-03-07,0.39,24,153,3,
52678141,Pet Friendly | 4 Min walk to River | Close to town,213629579,Janell And Nathan,,Greater Geelong,-38.26451,144.51567,Entire home/apt,184,1,143,2024-06-07,4.40,23,209,43,
52678537,ROSINA 'BEACH SHACK' - BELLS BEACH,250605453,Rebeccah,,Surf Coast,-38.36935,144.26109,Entire home/apt,175,2,109,2024-04-09,3.57,1,218,45,
52692389,6. Quad 2 Bedrooms Unit Motel Marengo,159878976,Peter,,Colac Otway,-38.77843,143.66016,Private room,,1,11,2024-01-22,0.36,13,0,3,
52693597,5 bedroom coastal home walking distance to shops,352370357,Hannah,,Surf Coast,-38.30958,144.32908,Entire home/apt,950,7,0,,,1,365,0,
52696604,Welcome! to our offgrid farmhouse,227425974,Nathan,,Surf Coast,-38.32073,144.08853,Entire home/apt,,2,9,2022-06-13,0.28,1,0,0,
52705068,Seabatical,370386862,Jayde,,Corangamite,-38.62269,142.99621,Entire home/apt,445,2,26,2024-06-09,0.80,3,358,9,
52720157,"Sea Gem, Large family home",16230598,Bianca,,Surf Coast,-38.32193,144.31478,Entire home/apt,500,2,0,,,1,267,0,
52720852,"Sheepwash Stays - Pet friendly, Great location!",222521402,Mitchell,,Greater Geelong,-38.26987,144.48983,Entire home/apt,500,4,13,2024-01-22,0.42,1,269,5,
52721665,Stunning Lorne,426811754,Catherine,,Surf Coast,-38.53749,143.97168,Entire home/apt,,4,4,2022-04-19,0.13,1,83,0,
52724909,Adorable 2 bedroom apartment,192393871,Anna,,Greater Geelong,-38.21026,144.34377,Entire home/apt,350,3,5,2022-01-27,0.16,2,178,0,
52726163,Beach Cottage,14391064,Jenny,,Greater Geelong,-38.13917,144.7087,Entire home/apt,230,2,32,2024-03-10,1.01,1,344,9,
52727245,The Autumn Sun - Barwon Heads,51566489,Adrian,,Greater Geelong,-38.2794,144.49048,Entire home/apt,,5,0,,,1,0,0,
52728125,Little Church at Edge of the Otways,399785357,Joanne,,Colac Otway,-38.457,143.68296,Entire home/apt,250,2,109,2024-06-23,3.37,2,153,31,
52744144,"The Studio, Geelong central dining base for Two",168066985,Nicholas,,Greater Geelong,-38.15152,144.35884,Entire home/apt,95,1,95,2024-06-11,2.93,46,351,16,
52758802,Contemporary Living - in the heart of Ocean Grove,436105044,Airready,,Greater Geelong,-38.26171,144.52356,Entire home/apt,288,2,38,2024-01-22,1.18,60,124,8,
52758963,Sea Gum -3 minutes walk to Fairhaven beach!,436105044,Airready,,Surf Coast,-38.4661,144.08399,Entire home/apt,,2,33,2024-03-11,1.02,60,347,11,
52760675,Ocean Grove Family Home,147631731,Lauren,,Greater Geelong,-38.26153,144.52461,Entire home/apt,,5,5,2022-06-13,0.16,1,0,0,
52768648,Mod 1 Bed 100m Beach Walk to Town Free WIFI/Foxtel,37089645,Belinda,,Greater Geelong,-38.16581,144.71376,Entire home/apt,140,2,6,2024-02-14,0.23,2,179,4,
52795068,Seafolk House: Barwon Retreat with a FAB view!,256127485,Lou,,Greater Geelong,-38.2823371887207,144.4931640625,Entire home/apt,640,2,63,2024-04-07,2.06,4,273,13,
52798459,The Anglers Cabin,61877547,Alice,,Greater Geelong,-38.26988,144.48777,Entire home/apt,300,2,95,2024-05-19,2.94,1,161,32,
52803419,Family friendly 3-bedroom house by the river,47079792,Kelly,,Greater Geelong,-38.2621,144.5125,Entire home/apt,165,2,74,2024-06-10,2.49,1,317,34,
52812022,Cheerful holiday cottage,178019,Margot,,Greater Geelong,-38.27558517456055,144.48855590820312,Entire home/apt,314,2,41,2024-04-14,1.26,1,86,11,
52813829,New caravan amongst the gumtrees,4955998,Karen,,Southern Grampians,-37.66809,142.21889,Entire home/apt,200,1,8,2022-06-12,0.26,3,83,0,
52817388,Beautiful one bedroom studio with fireplace .,8833546,Roslyn,,Colac Otway,-38.52687,143.71302,Entire home/apt,150,2,163,2024-06-12,5.04,1,81,50,
52817623,"Groovy Lorne Log House, Ocean Views & Pet Friendly",26661425,Vicky,,Surf Coast,-38.52866,143.97664,Entire home/apt,328,2,44,2024-04-05,1.37,3,340,9,
52827251,Sunny Light in Ocean Grove,165509824,Jackie,,Greater Geelong,-38.24122,144.54155,Entire home/apt,450,7,5,2024-04-12,0.32,1,179,3,
52827877,Riviera Lakeside with uninterrupted Water Views,51678707,Ocean Edge Holiday Rentals: Rebecca,,Greater Geelong,-38.25887,144.51221,Entire home/apt,271,2,49,2024-03-11,1.67,114,176,10,
52828944,Sea Air and Sunshine!,77049668,Annie,,Greater Geelong,-38.27912,144.48871,Entire home/apt,825,4,8,2024-01-27,0.26,10,35,1,
52844011,Walk to Beach. Central Torquay Among the Trees.,57989365,Rich,,Surf Coast,-38.32166,144.32412,Entire home/apt,,1,10,2022-04-17,0.33,3,0,0,
52846209,The Gums - Large Beachside Family Home,31960479,Kate,,Greater Geelong,-38.26139,144.54185,Entire home/apt,800,3,5,2022-04-25,0.16,1,365,0,
52857811,Lahinch Beach House 32,51748440,Reservations Team,,Surf Coast,-38.3088,144.35778,Entire home/apt,825,2,3,2022-01-20,0.10,114,334,0,
52865203,"Mr & Mrs Smith - Your home away from home, perfect",1772693,Portland Seaview,,Glenelg,-38.04342,141.00656,Entire home/apt,400,1,9,2024-06-10,0.30,24,293,4,
52881869,Generous Grove Road Townhouse,27192016,Getaway Rentals,,Greater Geelong,-38.28089,144.48952,Entire home/apt,649,2,1,2023-04-17,0.07,30,334,0,
52882938,Luxury Hampton’s Estate with Swimming Pool and Spa,101770342,Tamara,,Surf Coast,-38.31659,144.27137,Entire home/apt,879,4,3,2024-01-27,0.52,1,15,3,
52884721,Apollo 4 bedroom apartment,291320322,Mary,,Colac Otway,-38.75125,143.66439,Entire home/apt,,1,1,2022-01-16,0.03,10,0,0,
52884889,Abalone Beach House - Beach Front Holiday House,1772693,Portland Seaview,,Glenelg,-38.36784,141.40612,Entire home/apt,470,3,0,,,24,153,0,
52891270,Beautiful 3 bedroom house with Corio Bay view at heart of Clifton Springs,147586790,Zhe,,Greater Geelong,-38.15972,144.55571,Entire home/apt,180,1,1,2022-01-03,0.03,1,27,0,
52904436,Central 2 bedroom unit for long stays,34809769,Daniel,,Greater Geelong,-38.13215,144.33159,Entire home/apt,,5,7,2022-03-18,0.21,2,0,0,
52904695,Barn&Bridge - Converted barn stay with hot tub,57991318,Heather,,Greater Geelong,-38.19802,144.4865,Entire home/apt,480,2,119,2024-06-22,3.70,1,144,30,
52905571,ART HOUSE- The Cuddy,1772693,Portland Seaview,,Glenelg,-38.34944,141.60616,Entire home/apt,189,2,0,,,24,148,0,
52942821,"Perfectly peaceful ""Poppies"" room in Koroit",54779926,Sandra,,Moyne,-38.29156,142.36507,Private room,125,1,21,2024-05-02,0.69,2,361,15,
52944876,"Tall Trees Eco Retreat, Blackwood Cottage",66845085,Jeanette,,Colac Otway,-38.71762,143.64195,Entire home/apt,260,2,19,2024-06-11,0.65,2,314,6,
52953643,The Surf Suite,62848978,Lis,,Surf Coast,-38.30871,144.34171,Entire home/apt,77,1,147,2024-06-06,4.63,1,85,52,
52953971,"Panoramic Ocean and Park views, amazing location!",428704456,Claire,,Surf Coast,-38.32592,144.32444,Entire home/apt,400,2,98,2024-06-09,3.02,1,306,32,
52954625,Family beach house overlooking golf course,386688890,Liz,,Surf Coast,-38.30793,144.34583,Entire home/apt,500,3,8,2024-01-22,0.44,1,210,3,
52955444,South Beach Hut Port Fairy,32618641,Lisa,,Moyne,-38.38741,142.22673,Entire home/apt,152,2,92,2024-06-10,2.98,1,251,18,
52956121,Seaview Treehouse - three minute walk to the beach,8504409,Ashini,,Surf Coast,-38.53666,143.97218,Entire home/apt,400,2,50,2024-05-19,1.64,1,128,13,
52956338,Central Warrnambool cottage,418996676,Rebecca,,Warrnambool,-38.37563,142.48627,Entire home/apt,,7,3,2022-03-26,0.10,1,0,0,
52956477,Croft Birregurra,119044,Madeleine,,Colac Otway,-38.33291,143.78647,Entire home/apt,374,2,87,2024-06-11,2.74,2,352,30,
52957420,Half Moon Haven,43742732,Pete & Bec,,Greater Geelong,-38.13878,144.71136,Entire home/apt,350,2,6,2024-06-10,0.20,1,364,4,
52959652,Cosy country home,253100081,Phoenix,,Colac Otway,-38.34783,143.57516,Private room,,1,21,2023-03-11,0.91,1,0,0,
52969830,Martyrs Lookout - Luxury Accommodation,158373639,Jayde,,Moyne,-38.59869,142.86196,Entire home/apt,1028,1,72,2024-06-23,2.36,17,351,27,
52970152,"Newly refreshed, stylish Airey's Inlet bush home.",62015355,Andrea,,Surf Coast,-38.45397,144.10578,Entire home/apt,314,2,23,2024-06-09,0.72,1,154,8,
52970828,Reid Beach Shack,43315548,Cam,,Greater Geelong,-38.28074645996094,144.48883056640625,Entire home/apt,500,3,4,2024-02-24,0.70,1,203,4,
52971953,Lorne Balcony Apartment with Twin Spa,196051242,Lorne Surf,,Surf Coast,-38.529602,143.978149,Private room,227,1,41,2024-05-22,1.32,6,208,18,
52972112,"The Juc Lookout: Ocean Views, Pet Friendly",51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.34213638305664,144.302978515625,Entire home/apt,329,2,60,2024-04-28,1.86,114,242,18,
52972188,Lorne Balcony Studio with Ocean View,196051242,Lorne Surf,,Surf Coast,-38.529602,143.978149,Private room,205,1,38,2024-05-26,1.20,6,209,8,
52972362,Lorne Garden Terrace Studio,196051242,Lorne Surf,,Surf Coast,-38.52999,143.97836,Private room,197,1,39,2024-05-27,1.24,6,187,23,
52972476,Lorne Economy Suite,196051242,Lorne Surf,,Surf Coast,-38.52928,143.97883,Private room,,1,39,2024-06-14,1.25,6,160,14,
52975455,"Master king bedroom w/en-suite, pool & lake access",48267487,Simon,,Greater Geelong,-38.26227,144.51987,Private room,,1,12,2022-01-26,0.37,1,0,0,
52977028,3 Whitecrest Resort - Pool & Amazing Ocean Views,302421626,Stay Exclusive,,Colac Otway,-38.70116,143.77839,Entire home/apt,229,2,13,2024-04-26,0.42,5,364,6,
52977518,5 Whitecrest Resort - Pool & Amazing Ocean Views,302421626,Stay Exclusive,,Colac Otway,-38.70114,143.77923,Entire home/apt,360,2,26,2024-06-13,0.82,5,351,16,
52989935,KARINGAL at Point RoadKnight,57823647,Marie-Therese Desiree,,Surf Coast,-38.42635,144.17032,Entire home/apt,318,2,33,2024-04-01,1.05,1,339,10,
52994298,12 Whitecrest Resort - Pool & Amazing Ocean Views,302421626,Stay Exclusive,,Colac Otway,-38.7019,143.7787,Entire home/apt,226,2,28,2024-04-04,0.91,5,360,12,
52994410,Beach Break,68601670,Langleys Accommodation,,Moyne,-38.37132314171562,142.2471467819494,Entire home/apt,283,2,9,2023-05-05,0.28,103,8,0,
52994444,Moyne View 5,68601670,Langleys Accommodation,,Moyne,-38.38076234530854,142.23862535028988,Entire home/apt,278,2,6,2024-04-18,0.21,103,164,2,
52994460,Portoria,68601670,Langleys Accommodation,,Moyne,-38.378085899556844,142.24171698590482,Entire home/apt,442,2,2,2022-02-26,0.07,103,175,0,
52995642,Yachthouse,68601670,Langleys Accommodation,,Moyne,-38.38835048816538,142.24294149189853,Entire home/apt,318,2,5,2023-10-31,0.16,103,160,2,
52995643,Tuscany - East Beach Home,68601670,Langleys Accommodation,,Moyne,-38.37738957072262,142.24319858775982,Entire home/apt,362,2,1,2024-05-02,0.51,103,169,1,
52995652,Doran - Central Gem,68601670,Langleys Accommodation,,Moyne,-38.38221066303886,142.23814590757982,Entire home/apt,400,2,22,2024-02-19,0.70,103,159,9,
52999076,Entire beach home with three  bedrooms.,29584604,Ros And Peter,,Surf Coast,-38.31606,144.3262,Entire home/apt,500,2,0,,,2,89,0,
52999699,Cosy guest house in seaside Warrnambool.,32535561,Alannah,,Warrnambool,-38.36114,142.50141,Entire home/apt,165,1,32,2024-06-11,1.05,1,269,12,
53004648,5 Whitecrest Resort - Pool & Amazing Ocean Views,302421626,Stay Exclusive,,Colac Otway,-38.7016,143.77992,Entire home/apt,300,2,2,2023-12-03,0.07,5,351,1,
53015910,Farmer's Retreat,68601670,Langleys Accommodation,,Moyne,-38.379808880130454,142.2429856122316,Entire home/apt,365,2,13,2024-06-02,0.41,103,145,6,
53016563,"Coastal Collendina getaway, entire family home",66132467,Sophie,,Greater Geelong,-38.26233,144.55446,Entire home/apt,600,2,2,2022-01-24,0.07,1,355,0,
53032876,"3 bedroom home in North Shore, 1 block from beach.",8699971,Aaron,,Greater Geelong,-38.09905,144.3749,Entire home/apt,150,2,97,2024-05-21,2.99,2,124,27,
53033006,Bayside Haven,11132246,Aaron,,Greater Geelong,-38.11719,144.64449,Entire home/apt,377,2,11,2023-04-02,0.36,60,352,0,
53035561,Beautiful large room in Riverside apartment,50018085,Liana,,Greater Geelong,-38.26419,144.51408,Private room,95,1,49,2023-03-18,1.51,3,211,0,
53041702,The Santorini,41804774,Mary,,Greater Geelong,-38.17828,144.70694,Private room,150,2,66,2024-06-10,2.06,2,179,16,
53042630,The Paris,41804774,Mary,,Greater Geelong,-38.18008,144.70783,Private room,150,2,75,2024-06-10,2.36,2,55,22,
53048606,Retro Beach house in Jan Juc,32545201,Holly,,Surf Coast,-38.33913,144.30911,Entire home/apt,,5,2,2022-01-09,0.07,1,0,0,
53048706,Figtree Cottage,22860212,Katherine,,Warrnambool,-38.38292,142.49015,Entire home/apt,110,2,22,2024-03-10,0.82,1,116,9,
53049103,Making Memories - Ocean Grove,436105044,Airready,,Greater Geelong,-38.26374,144.53222,Entire home/apt,299,2,59,2024-03-10,1.84,60,59,13,
53053850,"FREE stays?
Message before u book&i'll explain how",120141007,Brad,,Queenscliffe,-38.264511,144.659866,Entire home/apt,341,2,45,2023-11-26,1.45,1,86,4,
53056109,"""Claret Lodge"" Modern country retreat",52293079,Mary-Ann,,Surf Coast,-38.16655,144.16148,Entire home/apt,1000,2,19,2024-05-12,0.62,1,249,7,
53064319,Stunning Beach Escape with Ocean Views,85234013,Chris,,Surf Coast,-38.31184,144.32708,Entire home/apt,800,7,7,2023-01-12,0.22,1,12,0,
53066031,Park View Townhouse With Rooftop Terrace,51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.30803,144.32105,Entire home/apt,191,2,24,2024-03-31,0.78,114,109,5,
53068792,"The Happy Place near Jan Juc beach, Pet Friendly",51678707,Ocean Edge Holiday Rentals: Rebecca,,Surf Coast,-38.34249,144.30268,Entire home/apt,273,2,39,2024-02-25,1.23,114,240,6,
53069410,Gladioli I Central Geelong Cottage I Sleeps 6,29902659,Debbie Regional Escapes,,Greater Geelong,-38.15772,144.37003,Entire home/apt,211,2,28,2024-06-10,0.92,125,329,12,
